tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
1082933	Mesorhizobium amorphae CCNWGS0123	32098327	0	live	A6B35_RS09975	A6B35_RS09975, A6B35_09940	esterase										
1041522	Mycobacterium colombiense CECT 3035	31530139	0	live	MCOL_RS23810	MCOL_RS23810, MCOL_V224407	carboxylesterase/lipase family protein										
1041522	Mycobacterium colombiense CECT 3035	31525931	0	live	MCOL_RS02475	MCOL_RS02475, MCOL_V202480	esterase										
706191	Pantoea ananatis LMG 20103	31512933	0	live	PANA_RS20265	PANA_RS20265, PANA_3988	esterase				NC_013956.2	4415558	4416592	minus	0		
977880	Cupriavidus taiwanensis LMG 19424	29765194	0	live	RALTA_RS18065	RALTA_RS18065, RALTA_B0482	esterase			2	NC_010530.1	520841	521809	minus	0		
190893	Vibrio coralliilyticus	29560555	0	live	JV59_RS04815	JV59_RS04815, JV59_29055	triacylglycerol lipase	triacylglycerol lipase		1							
28173	Vibrio nigripulchritudo	29465677	0	live	VIBNI_RS25205	VIBNI_RS25205, VIBNI_B1420	lactonizing lipase			2	NC_022543.1	1453666	1454607	plus	0		
316	Pseudomonas stutzeri	28546537	0	live	PSTAB_RS09535	PSTAB_RS09535, PSTAB_1915	lactonizing lipase				NC_015740.1	2026027	2026962	minus	0		
243365	Chromobacterium violaceum ATCC 12472	24947221	0	live	CV_RS13305	CV_RS13305, CV2714, CV_2714	lactonizing lipase				NC_005085.1	2937600	2938532	minus	0		
1529886	Bacillus atrophaeus subsp. globigii	23412432	0	live	DJ95_RS19010	DJ95_RS19010, DJ95_3906	esterase										
1529886	Bacillus atrophaeus subsp. globigii	23409854	0	live	DJ95_RS06120	DJ95_RS06120, DJ95_1242	lipase										
862971	Streptococcus anginosus C238	16755686	0	live	SANR_RS05255	SANR_RS05255, SANR_1030	esterase				NC_022239.1	1060650	1061390	minus	0		
198628	Dickeya dadantii 3937	9735471	0	live	DDA3937_RS18750	DDA3937_RS18750, Dda3937_00460	lipase				NC_014500.1	4282691	4283701	minus	0		
198628	Dickeya dadantii 3937	9733180	0	live	DDA3937_RS08315	DDA3937_RS08315, Dda3937_04709	lipase				NC_014500.1	1878657	1879664	plus	0		
198628	Dickeya dadantii 3937	9732371	0	live	DDA3937_RS04590	DDA3937_RS04590, Dda3937_01449	lipase				NC_014500.1	1013851	1014825	minus	0		
439375	Ochrobactrum anthropi ATCC 49188	5380821	0	live	OANT_RS02225	OANT_RS02225, Oant_0425	esterase			1	NC_009667.1	451630	452880	plus	0		
369723	Salinispora tropica CNB-440	5057206	0	live	STROP_RS03870	STROP_RS03870, Strop_0764	lipase				NC_009380.1	847761	848429	minus	0		
196600	Vibrio vulnificus YJ016	2624796	0	live	BJE04_RS09560	BJE04_RS09560, VV1990, VV_RS09570	lactonizing lipase			I	NC_005139.1	1988545	1989489	minus	0		
1116232	Streptomyces acidiscabies 84-104	33086160	0	live	ON12_RS27410	ON12_RS27410, SACI8_RS0128015	carboxylesterase/lipase family protein										
525328	Lactobacillus iners DSM 13335	23292482	0	live	HMPREF0520_RS04770	HMPREF0520_RS04770, HMPREF0520_0774	esterase										
203120	Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293	29576976	0	live	LEUM_RS09970	LEUM_RS09970, LEUM_2048	esterase				NC_008531.1	2014491	2015384	minus	0		
509190	Caulobacter segnis ATCC 21756	35839402	0	live	CSEG_RS02390	CSEG_RS02390, Cseg_0476	carboxylesterase/lipase family protein				NC_014100.1	496735	498447	plus	0		
643561	Acidovorax avenae subsp. avenae ATCC 19860	34239421	0	live	ACAV_RS20135	ACAV_RS20135, Acav_4059	lactonizing lipase				NC_015138.1	4641231	4642187	plus	0		
643561	Acidovorax avenae subsp. avenae ATCC 19860	34235852	0	live	ACAV_RS14990	ACAV_RS14990, Acav_3024	carboxylesterase/lipase family protein				NC_015138.1	3418102	3419571	plus	0		
1041139	Rhizobium giardinii bv. giardinii H152	32522870	0	live	A3AY_RS0104080	A3AY_RS0104080	esterase										
399742	Enterobacter sp. 638	32444452	0	live	ENT638_RS21110	ENT638_RS21110, Ent638_4089	lipase				NC_009436.1	4445378	4446292	plus	0		
888060	Centipeda periodontii DSM 2778	32175869	0	live	HMPREF9081_RS10650	HMPREF9081_RS10650, HMPREF9081_2220	esterase										
935546	Mesorhizobium loti NZP2037	31702523	0	live	A9174_RS33105	A9174_RS33105, A9174_33110	esterase										
935546	Mesorhizobium loti NZP2037	31700008	0	live	A9174_RS20145	A9174_RS20145, A9174_20150	esterase										
883163	Sphingobium yanoikuyae ATCC 51230	31535256	0	live	HMPREF9718_RS21910	HMPREF9718_RS21910, HMPREF9718_04352	carboxylesterase/lipase family protein										
883163	Sphingobium yanoikuyae ATCC 51230	31532871	0	live	HMPREF9718_RS09720	HMPREF9718_RS09720, HMPREF9718_01923	carboxylesterase/lipase family protein										
883163	Sphingobium yanoikuyae ATCC 51230	31531682	0	live	HMPREF9718_RS03725	HMPREF9718_RS03725, HMPREF9718_00734	carboxylesterase/lipase family protein										
228400	Haemophilus somnus 2336	31488113	0	live	HSM_RS09305	HSM_RS09305, HSM_1805	esterase				NC_010519.1	2055892	2056644	plus	0		
981336	Acinetobacter ursingii DSM 16037 = CIP 107286	29771104	0	live	F944_RS03730	F944_RS03730, F944_00442	esterase										
889204	Streptococcus infantis ATCC 700779	29746470	0	live	HMPREF9423_RS07845	HMPREF9423_RS07845	esterase										
1717	Corynebacterium diphtheriae	29422343	0	live	AT687_RS04430	AT687_RS04430, ERS451417_00910	carboxylesterase/lipase family protein			1							
296	Pseudomonas fragi	29354636	0	live	AV641_RS20285	AV641_RS20285, AV641_20285	esterase										
296	Pseudomonas fragi	29351793	0	live	AV641_RS14495	AV641_RS14495, AV641_14495	esterase										
358681	Brevibacillus brevis NBRC 100599	29262988	0	live	BBR47_RS28840	BBR47_RS28840, BBR47_57750	esterase				NC_012491.1	6118801	6119874	plus	0		
358681	Brevibacillus brevis NBRC 100599	29257629	0	live	BBR47_RS01820	BBR47_RS01820, BBR47_03030	lipase				NC_012491.1	303587	304528	plus	0		
680646	Rothia mucilaginosa DY-18	25055988	0	live	RMDY18_RS05805	RMDY18_RS05805, RMDY18_13140	esterase				NC_013715.1	1477037	1478263	plus	0		
1247649	Bordetella holmesii ATCC 51541	23432187	0	live	D560_RS08785	D560_RS08785, D560_1936	esterase										
525260	Corynebacterium accolens ATCC 49725	23250547	0	live	HMPREF0276_RS08635	HMPREF0276_RS08635, HMPREF0276_0490	esterase										
525260	Corynebacterium accolens ATCC 49725	23250467	0	live	HMPREF0276_RS08235	HMPREF0276_RS08235, HMPREF0276_0722	esterase										
525260	Corynebacterium accolens ATCC 49725	23248961	0	live	HMPREF0276_RS00705	HMPREF0276_RS00705, HMPREF0276_0905	lipase										
759913	Streptococcus dysgalactiae subsp. equisimilis AC-2713	13902310	0	live	SDSE_RS19300	SDSE_RS19300, SDSE_1867, S_dysgal_equisimilis_AC2713_1837	esterase				NC_019042.1	1774426	1775412	plus	0		
465515	Micrococcus luteus NCTC 2665	7986053	0	live	MLUT_RS13205	MLUT_RS13205, Mlut_03310	esterase				NC_012803.1	361691	362758	plus	0		
575788	Vibrio tasmaniensis LGP32	7137513	0	live	VS_RS15760	VS_RS15760, VS_II0202	lactonizing lipase			2	NC_011744.2	231825	232766	plus	0		
146827	Corynebacterium simulans	29536653	0	live	WM42_RS06235	WM42_RS06235, WM42_1297	lipase										
66712	Propionibacterium freudenreichii subsp. freudenreichii	29491911	0	live	RM25_RS08540	RM25_RS08540, RM25_1731	esterase										
456481	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'	35830304	0	live	LEPBI_RS01995	LEPBI_RS01995, LEPBI_I0409	esterase			I	NC_010602.1	406527	407636	minus	0		
1392005	Comamonas testosteroni TK102	31567045	0	live	O987_RS21720	O987_RS21720, O987_22580	esterase										
1392005	Comamonas testosteroni TK102	31565617	0	live	O987_RS14465	O987_RS14465, O987_14995	esterase										
1515612	Sphingopyxis fribergensis	29948795	0	live	SKP52_RS04620	SKP52_RS04620, SKP52_04720	esterase										
1515612	Sphingopyxis fribergensis	29948723	0	live	SKP52_RS10205	SKP52_RS10205, SKP52_10380	lipase										
1349767	Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628	29917601	0	live	GJA_RS08350	GJA_RS08350, GJA_1790	esterase			I							
1349767	Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628	29917174	0	live	GJA_RS10060	GJA_RS10060, GJA_2157	lactonizing lipase			I							
1346614	Serratia liquefaciens ATCC 27592	29903523	0	live	M495_RS12400	M495_RS12400, M495_12635	esterase				NC_021741.1	2661003	2661911	minus	0		
1346614	Serratia liquefaciens ATCC 27592	29902154	0	live	M495_RS11570	M495_RS11570, M495_11775	esterase				NC_021741.1	2464362	2465225	minus	0		
1051973	Rhodococcus fascians D188	29797300	0	live	A3L23_RS02700	A3L23_RS02700, A3L23_00542	esterase										
1585697	Agrobacterium arsenijevicii	31899929	0	live	RP75_RS09965	RP75_RS09965, RP75_10000	lipase										
1585697	Agrobacterium arsenijevicii	31898070	0	live	RP75_RS00550	RP75_RS00550, RP75_00550	esterase										
1585697	Agrobacterium arsenijevicii	31898064	0	live	RP75_RS00520	RP75_RS00520, RP75_00520	esterase										
1249668	Burkholderia ubonensis MSMB22	29890208	0	live	BW23_RS13280	BW23_RS13280, BW23_5995	esterase			III							
1249668	Burkholderia ubonensis MSMB22	29889133	0	live	BW23_RS03715	BW23_RS03715, BW23_4042	esterase			II							
977880	Cupriavidus taiwanensis LMG 19424	29765501	0	live	RALTA_RS20220	RALTA_RS20220, RALTA_B0935	esterase			2	NC_010530.1	1002696	1003661	plus	0		
977880	Cupriavidus taiwanensis LMG 19424	29763914	0	live	RALTA_RS21570	RALTA_RS21570, RALTA_B1235	esterase			2	NC_010530.1	1315127	1316152	plus	0		
1766	Mycobacterium fortuitum	29428483	0	live	XA26_RS16640	XA26_RS16640, XA26_34120	carboxylesterase/lipase family protein										
1766	Mycobacterium fortuitum	29426608	0	live	XA26_RS01185	XA26_RS01185, XA26_02410	esterase										
1766	Mycobacterium fortuitum	29426209	0	live	XA26_RS08070	XA26_RS08070, XA26_16620	carboxylesterase/lipase family protein										
1766	Mycobacterium fortuitum	29423816	0	live	XA26_RS17385	XA26_RS17385, XA26_35620	carboxylesterase/lipase family protein										
1028800	Neorhizobium galegae bv. orientalis str. HAMBI 540	24259721	0	live	RG540_RS20865	RG540_RS20865, RG540_CH42140	esterase			I							
1028800	Neorhizobium galegae bv. orientalis str. HAMBI 540	24259069	0	live	RG540_RS15475	RG540_RS15475, RG540_CH31350	esterase			I							
1028800	Neorhizobium galegae bv. orientalis str. HAMBI 540	24258873	0	live	RG540_RS00430	RG540_RS00430, RG540_CH00860	esterase			I							
1028800	Neorhizobium galegae bv. orientalis str. HAMBI 540	24257176	0	live	RG540_RS10210	RG540_RS10210, RG540_CH20690	lipase			I							
1736577	Rhizobium sp. Root651	32010505	0	live	ASD85_RS20200	ASD85_RS20200, ASD85_14840	esterase										
1736577	Rhizobium sp. Root651	32010498	0	live	ASD85_RS20165	ASD85_RS20165, ASD85_14805	esterase										
1736577	Rhizobium sp. Root651	32008127	0	live	ASD85_RS08100	ASD85_RS08100, ASD85_26165	esterase										
1736308	Frigoribacterium sp. Leaf254	31954209	0	live	ASF07_RS15570	ASF07_RS15570, ASF07_15570	lipase										
1736308	Frigoribacterium sp. Leaf254	31952036	0	live	ASF07_RS04520	ASF07_RS04520, ASF07_04520	esterase										
1777133	Caballeronia concitans	34432335	0	live	AWB72_RS02975	AWB72_RS02975, AWB72_00593	lipase										
279113	Collimonas pratensis	34143199	0	live	CPter91_RS12330	CPter91_RS12330, CPter91_2672	esterase										
54571	Streptomyces venezuelae	34042150	0	live	AQF52_RS31465	AQF52_RS31465, AQF52_6332	carboxylesterase/lipase family protein	carboxylesterase/lipase family protein									
54571	Streptomyces venezuelae	34036053	0	live	AQF52_RS03370	AQF52_RS03370, AQF52_0717	carboxylesterase/lipase family protein	carboxylesterase/lipase family protein									
47920	Acidovorax delafieldii	34024667	0	live	AX673_RS09685	AX673_RS09685	carboxylesterase/lipase family protein										
1041147	Rhizobium leucaenae USDA 9039	32526204	0	live	K290_RS0123545	K290_RS0123545	lipase										
528191	Paenibacillus xylanexedens	32216698	0	live	BS614_RS14685	BS614_RS14685, BS614_14685	esterase										
754502	Paraburkholderia sprentiae WSM5005	32132332	0	live	BJG93_RS25330	BJG93_RS25330, BJG93_25335	esterase			2							
1082933	Mesorhizobium amorphae CCNWGS0123	32099679	0	live	A6B35_RS16780	A6B35_RS16780, A6B35_16755	esterase										
53345	Enterococcus durans	31917233	0	live	LIU_RS11120	LIU_RS11120, LIU_11130	esterase										
69974	Mesorhizobium plurifarium	31888583	0	live	MPLDJ20_RS05835	MPLDJ20_RS05835, MPLDJ20_120522	esterase										
487316	Acinetobacter soli	31755864	0	live	BEN76_RS11560	BEN76_RS11560, BEN76_11560	lipase										
1520	Clostridium beijerinckii	31664338	0	live	LF65_RS17565	LF65_RS17565, LF65_03635	para-nitrobenzyl esterase										
1520	Clostridium beijerinckii	31663597	0	live	LF65_RS13800	LF65_RS13800, LF65_02861	esterase										
1520	Clostridium beijerinckii	31662241	0	live	LF65_RS06945	LF65_RS06945, LF65_01423	lipase										
74704	Staphylococcus cohnii subsp. cohnii	31596350	0	live	XA21_RS09365	XA21_RS09365, XA21_09365	lipase LipA										
189426	Paenibacillus odorifer	31571771	0	live	PODO_RS16005	PODO_RS16005, PODO_16415	esterase										
189426	Paenibacillus odorifer	31570499	0	live	PODO_RS09460	PODO_RS09460	esterase										
927704	Selenomonas ruminantium subsp. lactilytica TAM6421	31523949	0	live	SELR_RS14045	SELR_RS14045, SELR_27510	esterase				NC_017068.1	2917431	2918147	minus	0		
58343	Streptomyces canus	31297857	0	live	AQI96_RS30545	AQI96_RS30545, AQI96_30535	para-nitrobenzyl esterase	para-nitrobenzyl esterase									
1219050	Sphingomonas paucimobilis NBRC 13935	29863014	0	live	SP6_RS03010	SP6_RS03010, SP6_11_00190	esterase										
160799	Paenibacillus borealis	29546273	0	live	PBOR_RS22765	PBOR_RS22765, PBOR_23660	carboxylesterase/lipase family protein										
160799	Paenibacillus borealis	29546168	0	live	PBOR_RS17075	PBOR_RS17075, PBOR_17760	lipase										
1235461	Sinorhizobium meliloti GR4	25013202	0	live	C770_RS32050	C770_RS32050, C770_GR4pD1268	esterase				NC_019849.1	1404523	1405791	minus	0		
93220	Pandoraea pnomenusa	25002374	0	live	LV28_RS31615	LV28_RS31615, LV28_06720	esterase										
93220	Pandoraea pnomenusa	25001603	0	live	LV28_RS35500	LV28_RS35500, LV28_02730	lipase										
93220	Pandoraea pnomenusa	25001545	0	live	LV28_RS35785	LV28_RS35785, LV28_02430	lipase										
93220	Pandoraea pnomenusa	25001519	0	live	LV28_RS35915	LV28_RS35915, LV28_02295	esterase										
754523	Rhizobium leguminosarum bv. trifolii WSM1689	23439306	0	live	RLEG3_RS25865	RLEG3_RS25865, RLEG3_09205	lipase										
754523	Rhizobium leguminosarum bv. trifolii WSM1689	23439114	0	live	RLEG3_RS24905	RLEG3_RS24905, RLEG3_08220	esterase										
754523	Rhizobium leguminosarum bv. trifolii WSM1689	23437476	0	live	RLEG3_RS16715	RLEG3_RS16715, RLEG3_27350	esterase										
754523	Rhizobium leguminosarum bv. trifolii WSM1689	23437241	0	live	RLEG3_RS15540	RLEG3_RS15540, RLEG3_26145	lipase										
754523	Rhizobium leguminosarum bv. trifolii WSM1689	23436623	0	live	RLEG3_RS12450	RLEG3_RS12450, RLEG3_22895	esterase										
754523	Rhizobium leguminosarum bv. trifolii WSM1689	23436585	0	live	RLEG3_RS12260	RLEG3_RS12260, RLEG3_22700	esterase										
754523	Rhizobium leguminosarum bv. trifolii WSM1689	23436575	0	live	RLEG3_RS12210	RLEG3_RS12210, RLEG3_22645	esterase										
754523	Rhizobium leguminosarum bv. trifolii WSM1689	23435650	0	live	RLEG3_RS07585	RLEG3_RS07585, RLEG3_17755	esterase										
754523	Rhizobium leguminosarum bv. trifolii WSM1689	23434239	0	live	RLEG3_RS00530	RLEG3_RS00530, RLEG3_10505	esterase										
1333848	Citrobacter freundii CFNIH1	23336020	0	live	CFNIH1_RS06905	CFNIH1_RS06905, CFNIH1_07000	lipase										
398525	Bradyrhizobium elkanii USDA 76	23086082	0	live	BRAEL_RS0108040	BRAEL_RS0108040	esterase										
367928	Bifidobacterium adolescentis ATCC 15703	4556349	0	live	BAD_RS08045	BAD_RS08045, BAD_1532	lipase				NC_008618.1	1938802	1939890	plus	0		
529120	Alteromonas macleodii ATCC 27126	29680617	0	live	MASE_RS11880	MASE_RS11880, MASE_11915	esterase				NC_018632.1	2781723	2783183	plus	0		
177416	Francisella tularensis subsp. tularensis SCHU S4	3192058	0	live	FTT_1016c	FTT_1016c	GDSL-like lipase/acylhydrolase family protein				NC_006570.2	1025711	1026340	minus	0		
1133852	Escherichia coli O104:H4 str. 2011C-3493	13702361	0	live	O3K_19110	O3K_19110	acetyl esterase				NC_018658.1	3916311	3917270	plus	0		
83332	Mycobacterium tuberculosis H37Rv	885930	0	live	lipX	Rv1169c, PE11	lipase LipX				NC_000962.3	1299822	1300124	minus	0		
406818	Xenorhabdus bovienii SS-2004	8832344	0	live	XBJ1_RS11575	XBJ1_RS11575, XBJ1_2728	autotransporter domain-containing esterase				NC_013892.1	2705525	2707507	minus	0		
406818	Xenorhabdus bovienii SS-2004	8831810	0	live	XBJ1_RS09310	XBJ1_RS09310, XBJ1_2197	autotransporter domain-containing esterase				NC_013892.1	2177349	2179301	minus	0		
384676	Pseudomonas entomophila L48	32803780	0	live	PSEEN_RS02050	PSEEN_RS02050, PSEEN0445	autotransporter domain-containing esterase				NC_008027.1	471754	473655	minus	0		
1294143	Pseudomonas sp. ATCC 13867	32562916	0	live	H681_RS23040	H681_RS23040, H681_22940	autotransporter domain-containing esterase				NC_020829.1	5143221	5145128	minus	0		
1158608	Enterococcus haemoperoxidus ATCC BAA-382	29841068	0	live	I583_RS12360	I583_RS12360, I583_02499	lipase/acylhydrolase										
224308	Bacillus subtilis subsp. subtilis str. 168	937814	0	live	yqeF	BSU_25700, BSU25700	putative lipoprotein; putative esterase	putative lipoprotein|putative esterase			NC_000964.3	2647920	2648651	minus	0		
226185	Enterococcus faecalis V583	1199069	0	live	EF0169	EF0169	lipase/acylhydrolase				NC_004668.1	167317	167904	plus	0		
553	Pantoea ananatis	39511203	0	live	EL28_RS0124510	EL28_RS0124510	autotransporter domain-containing esterase	autotransporter domain-containing esterase									
549	Pantoea agglomerans	39507591	0	live	ID10_RS21195	ID10_RS21195, ID10_21985	autotransporter domain-containing esterase	autotransporter domain-containing esterase									
340	Xanthomonas campestris pv. campestris	35547818	0	live	XCCB100_RS04945	XCCB100_RS04945, xcc-b100_1030, xccb100_1030	autotransporter domain-containing esterase				NC_010688.1	1194574	1196358	plus	0		
31964	Clavibacter michiganensis subsp. sepedonicus	29470334	0	live	CMS_RS02270	CMS_RS02270, CMS_0457	esterase				NC_010407.1	491478	492257	minus	0		
333849	Enterococcus faecium DO	12999930	0	live	HMPREF0351_11243	HMPREF0351_11243	esterase				NC_017960.1	1232381	1232626	plus	0		
243924	Pseudomonas lutea	36012734	0	live	LT42_RS24345	LT42_RS24345, LT42_25050	autotransporter domain-containing esterase										
69373	Curtobacterium pusillum	34065283	0	live	BUE88_RS12340	BUE88_RS12340	esterase										
487909	Xanthomonas translucens pv. undulosa	29667210	0	live	FD63_RS14130	FD63_RS14130, FD63_14640	autotransporter domain-containing esterase										
273526	Serratia marcescens subsp. marcescens Db11	23390566	0	live	SMDB11_RS20755	SMDB11_RS20755, SMDB11_4176	autotransporter domain-containing esterase			I							
1225786	Dickeya solani IPO 2222	23246079	0	live	DSOIPO2222_RS07255	DSOIPO2222_RS07255	autotransporter domain-containing esterase										
272560	Burkholderia pseudomallei K96243	3097116	0	live	BPSS0746	BPSS0746	lipase			2	NC_006351.1	1003007	1004239	minus	0		
321967	Lactobacillus paracasei ATCC 334	4418837	0	live	LSEI_1052	LSEI_1052	lysophospholipase L1 related esterase				NC_008526.1	1033392	1034183	minus	0		
549	Pantoea agglomerans	39509490	0	live	D1628_RS19665	D1628_RS19665, D1628_19665	autotransporter domain-containing esterase	autotransporter domain-containing esterase									
549	Pantoea agglomerans	39508557	0	live	D1629_RS19445	D1629_RS19445, D1629_19445	autotransporter domain-containing esterase	autotransporter domain-containing esterase									
351671	Xenorhabdus doucetiae	34869738	0	live	XDD1_RS09230	XDD1_RS09230, XDD1_1998	autotransporter domain-containing esterase										
351671	Xenorhabdus doucetiae	34868790	0	live	XDD1_RS09235	XDD1_RS09235, XDD1_1999	autotransporter domain-containing esterase										
157783	Pseudomonas cremoricolorata	33052935	0	live	LK03_RS07490	LK03_RS07490, LK03_07550	autotransporter domain-containing esterase										
1441930	Chania multitudinisentens RB-25	32578489	0	live	Z042_RS03820	Z042_RS03820, Z042_12175	autotransporter domain-containing esterase										
198620	Pseudomonas koreensis	32071062	0	live	AYO71_RS27480	AYO71_RS27480, AYO71_27480	autotransporter domain-containing esterase										
56458	Xanthomonas sacchari	31886788	0	live	SB85_RS18110	SB85_RS18110, SB85_18180	autotransporter domain-containing esterase										
1301098	Pseudomonas knackmussii B13	29899217	0	live	PKB_RS26640	PKB_RS26640, PKB_5405	autotransporter domain-containing esterase			I							
132474	Streptomyces rimosus subsp. rimosus	29532232	0	live	NH08_RS0103735	NH08_RS0103735	lipase	lipase									
457427	Streptomyces himastatinicus ATCC 53653	36789787	0	live	SSOG_RS16555	SSOG_RS16555, SSOG_03280	lipase	lipase									
66869	Streptomyces atroolivaceus	31234200	0	live	OO67_RS17165	OO67_RS17165	lipase	lipase									
160492	Xylella fastidiosa 9a5c	1127703	0	live	XF_RS09325	XF_RS09325, XF2151	lipase				NC_002488.3	2042614	2043888	plus	0		
316	Pseudomonas stutzeri	28547772	0	live	PSTAB_RS15740	PSTAB_RS15740, PSTAB_3174	autotransporter domain-containing esterase				NC_015740.1	3389325	3391235	plus	0		
1114970	Pseudomonas fluorescens F113	11831684	0	live	PSF113_RS48625	PSF113_RS48625, PSF113_3590	lipase				NC_016830.1	4221775	4223043	plus	0		
314315	Lactobacillus sakei subsp. sakei 23K	29637598	0	live	LCA_RS00105	LCA_RS00105, LSA0021	lipase				NC_007576.1	22180	22944	plus	0		
470934	Pantoea vagans	39473079	0	live	ID11_RS19125	ID11_RS19125, ID11_19595	autotransporter domain-containing esterase	autotransporter domain-containing esterase									
122586	Neisseria meningitidis MC58	903436	0	live	NMB1674	NMB1674	GDSL lipase				NC_003112.2	1747972	1748613	plus	0		
169292	Corynebacterium aurimucosum	31609389	0	live	ADA03_RS09675	ADA03_RS09675	GDSL family lipase										
31964	Clavibacter michiganensis subsp. sepedonicus	29470061	0	live	CMS_RS08390	CMS_RS08390, CMS_1687	exported lipase				NC_010407.1	1779365	1780252	plus	0		
309807	Salinibacter ruber DSM 13855	3852467	0	live	SRU_2203	SRU_2203	GDSL-like lipase/acylhydrolase domain-containing protein				NC_007677.1	2732735	2734462	plus	0		
472695	Pantoea septica	32456414	0	live	BN4413_RS08070	BN4413_RS08070, QU49_RS07825	autotransporter domain-containing esterase										
706191	Pantoea ananatis LMG 20103	31513153	0	live	PANA_RS21390	PANA_RS21390, PANA_4212	autotransporter domain-containing esterase				NC_013956.2	4672872	4674848	plus	0		
1349767	Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628	29913786	0	live	GJA_RS02575	GJA_RS02575, GJA_535	esterase			I							
1346614	Serratia liquefaciens ATCC 27592	29906655	0	live	M495_RS00160	M495_RS00160, M495_00165	autotransporter domain-containing esterase				NC_021741.1	32377	34365	plus	0		
230089	Photorhabdus temperata subsp. thracensis	29600145	0	live	VY86_RS14035	VY86_RS14035, VY86_14035	autotransporter domain-containing esterase										
882	Desulfovibrio vulgaris str. Hildenborough	2793341	0	live	DVU1925	DVU1925	GDSL family lipase				NC_002937.3	1998495	1999136	plus	0		
1116232	Streptomyces acidiscabies 84-104	33089151	0	live	ON12_RS37250	ON12_RS37250, SACI8_RS0138140	lipase										
1943	Streptomyces griseoruber	32319389	0	live	AOK10_RS33455	AOK10_RS33455	triacylglycerol lipase	triacylglycerol lipase									
208439	Amycolatopsis japonica	29587624	0	live	AJAP_RS29200	AJAP_RS29200, AJAP_29605	lipase										
208439	Amycolatopsis japonica	29587594	0	live	AJAP_RS05370	AJAP_RS05370, AJAP_05420	lipase										
208439	Amycolatopsis japonica	29586787	0	live	AJAP_RS36075	AJAP_RS36075, AJAP_36555	lipase										
749927	Amycolatopsis mediterranei U32	9440872	0	live	AMED_6720	AMED_6720	GDSL family lipase				NC_014318.1	7404364	7405233	plus	0		
749927	Amycolatopsis mediterranei U32	9434806	0	live	AMED_0589	AMED_0589	GDSL family lipase				NC_014318.1	603711	604616	minus	0		
366394	Sinorhizobium medicae WSM419	5323952	0	live	Smed_3073	Smed_3073	GDSL family lipase				NC_009636.1	3220815	3221456	minus	0		
1051662	Rhodococcus fascians A44A	34321813	0	live	BH95_RS22660	BH95_RS22660	lipase										
1220574	Gordonia amicalis NBRC 100051 = JCM 11271	31834376	0	live	GOAMI_RS21980	GOAMI_RS21980, GOAMI_69_00070	lipase										
1358411	Pantoea dispersa EGD-AAK13	29923926	0	live	N172_RS16545	N172_RS16545, N172_09115	autotransporter domain-containing esterase										
178901	Acetobacter malorum	29558514	0	live	AD930_RS15030	AD930_RS15030, AD930_15060	lipase										
242231	Neisseria gonorrhoeae FA 1090	3281844	0	live	NGO1323	NGO1323	GDSL family lipase				NC_002946.2	1280610	1281251	plus	0		
265311	Mesoplasma florum L1	2897748	0	live	Mfl482	Mfl482	lipase				NC_006055.1	566942	568087	minus	0		
272560	Burkholderia pseudomallei K96243	3092820	0	live	BPSL2237	BPSL2237	exported lipase			1	NC_006350.1	2696054	2697886	minus	0		
233413	Mycobacterium bovis AF2122/97	32287883	0	live	lipE	BQ2027_MB3804	probable lipase lipe			Mycobacterium_bovis_AF2122/97	NC_002945.4	4160392	4161639	plus	0		
435590	Bacteroides vulgatus ATCC 8482	5303296	0	live	BVU_RS11730	BVU_RS11730, BVU_2332	lipase				NC_009614.1	3010120	3011631	plus	0		
525260	Corynebacterium accolens ATCC 49725	23250846	0	live	HMPREF0276_RS10130	HMPREF0276_RS10130, HMPREF0276_0250	lipase										
93220	Pandoraea pnomenusa	25004183	0	live	LV28_RS46670	LV28_RS46670, LV28_16040	lipase										
306537	Corynebacterium jeikeium K411	3433572	0	live	JK_RS02885	JK_RS02885, jk0549	lipase				NC_007164.1	665177	666274	plus	0		
683837	Listeria seeligeri serovar 1/2b str. SLCC3954	32489093	0	live	LSE_RS03795	LSE_RS03795, lse_0757	esterase				NC_013891.1	815297	816010	plus	0		
685038	Escherichia coli O83:H1 str. NRG 857C	12876069	0	live	NRG857_19400	NRG857_19400	putative lipase				NC_017634.1	4120550	4121458	minus	0		
1133852	Escherichia coli O104:H4 str. 2011C-3493	13700157	0	live	O3K_24445	O3K_24445	putative lipase				NC_018658.1	5072038	5072946	plus	0		
1028307	Enterobacter aerogenes KCTC 2190	10791655	0	live	EAE_07395	EAE_07395	putative lipase				NC_015663.1	1541207	1542124	minus	0		
272560	Burkholderia pseudomallei K96243	3095112	0	live	estA	BPSS1311	esterase			2	NC_006351.1	1795244	1796458	minus	0		
